Province,City,LatLng
Northern Samar,Silvino Lobos,12.300; 124.833
Northern Samar,Victoria,12.450; 124.317
Nueva Ecija,Cabanatuan City,""
Nueva Ecija,Gapan City,""
Nueva Ecija,Science City of Muñoz,""
Nueva Ecija,Palayan City,""
Nueva Ecija,San Jose City,""
Nueva Ecija,Aliaga,15.50000; 120.84389
Nueva Ecija,Bongabon,15.63111; 121.14389
Nueva Ecija,Cabiao,15.250; 120.850
Nueva Ecija,Carranglan,15.967; 121.067
Nueva Ecija,Cuyapo,15.783; 120.667
Nueva Ecija,Gabaldon,15.533; 121.317
Nueva Ecija,General Mamerto Natividad,15.600; 121.050
Nueva Ecija,General Tinio,15.350; 121.050
Nueva Ecija,Guimba,15.65806; 120.76889
Nueva Ecija,Jaen,15.333; 120.900
Nueva Ecija,Laur,15.583; 121.183
Nueva Ecija,Licab,15.550; 120.767
Nueva Ecija,Llanera,15.667; 121.017
Nueva Ecija,Lupao,15.883; 120.900
Nueva Ecija,Nampicuan,15.733; 120.633
Nueva Ecija,Pantabangan,15.817; 121.150
Nueva Ecija,Peñaranda,15.350; 121.000
Nueva Ecija,Quezon,15.550; 120.817
Nueva Ecija,Rizal,15.683; 121.167
Nueva Ecija,San Antonio,15.383; 120.800
Nueva Ecija,San Isidro,15.267; 120.900
Nueva Ecija,San Leonardo,15.367; 120.967
Nueva Ecija,Santa Rosa,15.42389; 120.93889
Nueva Ecija,Santo Domingo,15.583; 120.867
Nueva Ecija,Talavera,15.583; 120.917
Nueva Ecija,Talugtug,15.77889; 120.81111
Nueva Ecija,Zaragoza,15.45306; 120.79111
Nueva Vizcaya,Alfonso Castaneda,15.800; 121.300
Nueva Vizcaya,Ambaguio,16.517; 121.017
Nueva Vizcaya,Aritao,16.300; 121.033
Nueva Vizcaya,Bagabag,16.600; 121.267
Nueva Vizcaya,Bambang,16.383; 121.117
Nueva Vizcaya,Bayombong,16.483; 121.150
Nueva Vizcaya,Diadi,16.633; 121.350
Nueva Vizcaya,Dupax del Norte,16.28639; 121.09417
Nueva Vizcaya,Dupax del Sur,16.283; 121.100
Nueva Vizcaya,Kasibu,16.317; 121.283
Nueva Vizcaya,Kayapa,16.417; 120.917
Nueva Vizcaya,Quezon,16.500; 121.267
Nueva Vizcaya,Santa Fe,16.16194; 120.93889
Nueva Vizcaya,Solano,16.52389; 121.19194
Nueva Vizcaya,Villaverde,16.583; 121.200
Occidental Mindoro,Abra de Ilog,13.450; 120.733
Occidental Mindoro,Calintaan,12.57556; 120.94278
Occidental Mindoro,Looc,13.72167; 120.25056
Occidental Mindoro,Lubang,13.85778; 120.12333
Occidental Mindoro,Magsaysay,12.333; 121.150
Occidental Mindoro,Mamburao,13.217; 120.600
Occidental Mindoro,Paluan,13.417; 120.467
Occidental Mindoro,Rizal,12.467; 120.967
Occidental Mindoro,Sablayan,12.817; 120.767
Occidental Mindoro,San Jose,12.350; 121.067
Occidental Mindoro,Santa Cruz,13.117; 120.850
Oriental Mindoro,Calapan City,""
Oriental Mindoro,Baco,13.41250; 121.12861
Oriental Mindoro,Bansud,12.833; 121.367
Oriental Mindoro,Bongabong,12.717; 121.367
Oriental Mindoro,Bulalacao,12.333; 121.350
Oriental Mindoro,Gloria,12.917; 121.467
Oriental Mindoro,Mansalay,12.517; 121.433
Oriental Mindoro,Naujan,13.317; 121.300
Oriental Mindoro,Pinamalayan,13.000; 121.417
Oriental Mindoro,Pola,13.14389; 121.44000
Oriental Mindoro,Puerto Galera,13.500; 120.950
Oriental Mindoro,Roxas,12.583; 121.500
Oriental Mindoro,San Teodoro,13.433; 121.017
Oriental Mindoro,Socorro,13.067; 121.400
Oriental Mindoro,Victoria,13.367; 121.200
Palawan,Puerto Princesa City,""
Palawan,Aborlan,9.433; 118.550
Palawan,Agutaya,11.150; 120.950
Palawan,Araceli,10.333; 119.600
Palawan,Balabac,7.983; 117.050
Palawan,Bataraza,8.667; 117.617
Palawan,Brookes Point,""
Palawan,Busuanga,12.167; 119.950
Palawan,Cagayancillo,9.48194; 121.03611
Palawan,Coron,12.000; 120.200
Palawan,Culion,11.83528; 119.99333
Palawan,Cuyo,10.850; 121.017
Palawan,Dumaran,10.533; 119.767
Palawan,El Nido,11.333; 119.683
Palawan,Kalayaan,11.050; 114.283
Palawan,Linapacan,11.500; 119.867
Palawan,Magsaysay,10.867; 121.050
Palawan,Narra,9.283; 118.417
Palawan,Quezon,9.233; 118.033
Palawan,Rizal,8.683; 117.350
Palawan,Roxas,10.333; 119.333
Palawan,San Vicente,10.533; 119.283
Palawan,Sofronio Española,9.050; 118.033
Palawan,Taytay,10.817; 119.517
Pampanga,Angeles City,""
Pampanga,City of San Fernando,""
Pampanga,Apalit,14.950; 120.767
Pampanga,Arayat,15.150; 120.767
Pampanga,Bacolor,15.000; 120.650
Pampanga,Candaba,15.09333; 120.82833
Pampanga,Floridablanca,14.933; 120.500
Pampanga,Guagua,14.967; 120.633
Pampanga,Lubao,14.933; 120.600
Pampanga,Mabalacat,""
Pampanga,Macabebe,14.90806; 120.71556
Pampanga,Magalang,15.217; 120.667
Pampanga,Masantol,14.900; 120.717
Pampanga,Mexico,15.067; 120.717
Pampanga,Minalin,14.967; 120.683
Pampanga,Porac,15.07194; 120.54194
Pampanga,San Luis,15.04000; 120.79194
Pampanga,San Simon,14.99306; 120.77694
Pampanga,Santa Ana,15.09389; 120.76806
Pampanga,Santa Rita,14.99528; 120.61528
Pampanga,Santo Tomas,14.967; 120.717
Pampanga,Sasmuan,14.933; 120.617
Pangasinan,Alaminos City,""
Pangasinan,Dagupan City,""
Pangasinan,San Carlos City,""
Pangasinan,Urdaneta City,""
Pangasinan,Agno,16.117; 119.800
Pangasinan,Aguilar,15.833; 120.200
Pangasinan,Alcala,15.84722; 120.52417
Pangasinan,Anda,16.283; 119.967
Pangasinan,Asingan,16.000; 120.667
Pangasinan,Balungao,15.900; 120.700
Pangasinan,Bani,16.200; 119.850
Pangasinan,Basista,15.850; 120.400
Pangasinan,Bautista,15.783; 120.500
Pangasinan,Bayambang,15.81056; 120.45472
Pangasinan,Binalonan,16.050; 120.600
Pangasinan,Binmaley,16.033; 120.267
Pangasinan,Bolinao,16.333; 119.883
Pangasinan,Bugallon,15.917; 120.183
Pangasinan,Burgos,16.04639; 119.85667
Pangasinan,Calasiao,16.017; 120.367
Pangasinan,Dasol,15.98972; 119.88056
Pangasinan,Infanta,15.817; 119.900
Pangasinan,Labrador,16.000; 120.117
Pangasinan,Laoac,16.033; 120.550
Pangasinan,Lingayen,16.02000; 120.23083
Pangasinan,Mabini,16.06972; 119.94000
Pangasinan,Malasiqui,15.917; 120.417
Pangasinan,Manaoag,16.04389; 120.48556
Pangasinan,Mangaldan,16.067; 120.400
Pangasinan,Mangatarem,15.783; 120.300
Pangasinan,Mapandan,16.017; 120.450
Pangasinan,Natividad,16.050; 120.817
Pangasinan,Pozzorubio,""
Pangasinan,Rosales,15.883; 120.633
Pangasinan,San Fabian,16.150; 120.450
Pangasinan,San Jacinto,16.07250; 120.44111
Pangasinan,San Manuel,16.067; 120.667
Pangasinan,San Nicolas,16.07000; 120.76528
Pangasinan,San Quintin,15.98444; 120.81500
Pangasinan,Santa Barbara,16.00306; 120.40083
Pangasinan,Santa Maria,15.98083; 120.70028
Pangasinan,Santo Tomas,15.71194; 120.58472
Pangasinan,Sison,16.15694; 120.52222
Pangasinan,Sual,16.067; 120.100
Pangasinan,Tayug,16.02361; 120.74778
Pangasinan,Umingan,15.900; 120.800
Pangasinan,Urbiztondo,15.817; 120.350
Pangasinan,Villasis,15.900; 120.583
Quezon,Lucena City,""
Quezon,Tayabas City,""
Quezon,Agdangan,13.867; 121.917
Quezon,Alabat,14.100; 122.017
Quezon,Atimonan,14.000; 121.917
Quezon,Buenavista,13.73944; 122.46750
Quezon,Burdeos,14.84361; 121.96972
Quezon,Calauag,13.95750; 122.28750
Quezon,Candelaria,13.93111; 121.42333
Quezon,Catanauan,13.59167; 122.32500
Quezon,Dolores,14.09417; 121.33139
Quezon,General Luna,13.68806; 122.17083
Quezon,General Nakar,14.767; 121.617
Quezon,Guinayangan,13.900; 122.450
Quezon,Gumaca,13.917; 122.100
Quezon,Infanta,14.74250; 121.64944
Quezon,Jomalig,14.71250; 122.36972
Quezon,Lopez,13.883; 122.267
Quezon,Lucban,14.11333; 121.55694
Quezon,Macalelon,13.750; 122.133
Quezon,Mauban,14.183; 121.717
Quezon,Mulanay,13.500; 122.417
Quezon,Padre Burgos,13.917; 121.800
Quezon,Pagbilao,13.967; 121.700
Quezon,Panukulan,14.933; 121.817
Quezon,Patnanungan,14.783; 122.183
Quezon,Perez,14.183; 121.933
Quezon,Pitogo,13.783; 122.083
Quezon,Plaridel,13.950; 122.017
Quezon,Polillo,14.717; 121.950
Quezon,Quezon,14.050; 122.133
Quezon,Real,14.667; 121.600
Quezon,Sampaloc,14.167; 121.583
Quezon,San Andres,13.367; 122.650
Quezon,San Antonio,13.900; 121.300
Quezon,San Francisco,13.250; 122.583
Quezon,San Narciso,13.57000; 122.56500
Quezon,Sariaya,13.967; 121.533
Quezon,Tagkawayan,13.967; 122.533
Quezon,Tiaong,13.950; 121.317
Quezon,Unisan,13.833; 121.983
Quirino,Aglipay,16.467; 121.650
Quirino,Cabarroguis,16.583; 121.500
Quirino,Diffun,16.600; 121.467
Quirino,Maddela,16.350; 121.700
Quirino,Nagtipunan,16.217; 121.600
Quirino,Saguday,16.517; 121.600
Rizal,Antipolo City,""
Rizal,Angono,14.533; 121.150
Rizal,Baras,14.517; 121.267
Rizal,Binangonan,14.45139; 121.19194
Rizal,Cainta,14.567; 121.117
Rizal,Cardona,14.48611; 121.22889
Rizal,Jalajala,14.35306; 121.32222
Rizal,Morong,14.51194; 121.23889
Rizal,Pililla,14.483; 121.300
Rizal,Rodriguez,14.717; 121.117
Rizal,San Mateo,14.717; 121.117
Rizal,Tanay,14.500; 121.283
Rizal,Taytay,14.567; 121.133
Rizal,Teresa,14.567; 121.200
Romblon,Alcantara,12.267; 122.050
Romblon,Banton,12.95; 122.08
Romblon,Cajidiocan,12.367; 122.683
Romblon,Calatrava,12.617; 122.067
Romblon,Concepcion,12.9250; 121.7083
Romblon,Corcuera,12.800; 122.050
Romblon,Ferrol,12.333; 121.950
Romblon,Looc,12.267; 122.000
Romblon,Magdiwang,12.483; 122.517
Romblon,Odiongan,12.400; 122.000
Romblon,Romblon,12.567; 122.267
Romblon,San Agustin,""
Romblon,San Andres,12.517; 122.017
Romblon,San Fernando,12.317; 122.600
Romblon,San Jose,12.067; 121.933
Romblon,Santa Fe,12.150; 122.000
Romblon,Santa Maria,12.450; 122.100
Samar,Calbayog City,""
Samar,Catbalogan City,""
Samar,Almagro,11.917; 124.283
Samar,Basey,11.283; 125.067
Samar,Calbiga,11.633; 125.017
Samar,Daram,11.633; 124.783
Samar,Gandara,12.017; 124.817
Samar,Hinabangan,11.700; 125.067
Samar,Jiabong,11.767; 124.950
Samar,Marabut,11.117; 125.217
Samar,Matuguinao,12.150; 124.883
Samar,Motiong,11.783; 125.000
Samar,Pagsanghan,11.967; 124.800
Samar,Paranas,11.850; 125.117
Samar,Pinabacdao,11.617; 124.983
Samar,San Jorge,11.983; 124.817
Samar,San Jose De Buan,""
Samar,San Sebastian,11.700; 125.017
Samar,Santa Margarita,12.033; 124.667
Samar,Santa Rita,11.467; 124.950
Samar,Santo Niño,11.93889; 124.41944
Samar,Tagapul-an,12.050; 124.150
Samar,Talalora,11.517; 124.850
Samar,Tarangnan,11.900; 124.750
Samar,Villareal,11.567; 124.933
Samar,Zumarraga,11.633; 124.850
Sarangani,Alabel,6.083; 125.283
Sarangani,Glan,5.817; 125.200
Sarangani,Kiamba,5.983; 124.617
Sarangani,Maasim,5.867; 125.000
Sarangani,Maitum,6.033; 124.483
Sarangani,Malapatan,5.967; 125.283
Sarangani,Malungon,6.267; 125.283
Siquijor,Enrique Villanueva,9.25; 123.65
Siquijor,Larena,9.25; 123.6
Siquijor,Lazi,9.13; 123.63
Siquijor,Maria,9.2; 123.65
Siquijor,San Juan,9.17; 123.5
Siquijor,Siquijor,9.22; 123.52
Sorsogon,Sorsogon City,""
Sorsogon,Barcelona,12.867; 124.133
Sorsogon,Bulan,12.667; 123.883
Sorsogon,Bulusan,12.750; 124.117
Sorsogon,Casiguran,12.867; 124.017
Sorsogon,Castilla,12.950; 123.883
Sorsogon,Donsol,12.917; 123.600
Sorsogon,Gubat,12.917; 124.117
Sorsogon,Irosin,12.700; 124.033
Sorsogon,Juban,12.850; 123.983
Sorsogon,Magallanes,12.833; 123.850
Sorsogon,Matnog,12.583; 124.083
Sorsogon,Pilar,12.933; 123.683
Sorsogon,Prieto Diaz,13.033; 124.183
Sorsogon,Santa Magdalena,12.650; 124.100
South Cotabato,General Santos City,""
South Cotabato,Koronadal City,""
South Cotabato,Banga,6.300; 124.783
South Cotabato,Lake Sebu,6.217; 124.700
South Cotabato,Norala,6.550; 124.667
South Cotabato,Polomolok,6.217; 125.067
South Cotabato,Santo Niño,6.433; 124.683
South Cotabato,Surallah,6.367; 124.733
South Cotabato,Tboli,""
South Cotabato,Tampakan,6.450; 124.933
South Cotabato,Tantangan,6.617; 124.750
South Cotabato,Tupi,6.333; 124.950
Southern Leyte,Maasin City,""
Southern Leyte,Anahawan,10.283; 125.250
Southern Leyte,Bontoc,10.350; 124.967
Southern Leyte,Hinunangan,10.400; 125.200
Southern Leyte,Hinundayan,10.350; 125.250
Southern Leyte,Libagon,10.300; 125.050
Southern Leyte,Liloan,10.150; 125.133
Southern Leyte,Limasawa,9.93333; 125.07222
Southern Leyte,Macrohon,10.083; 124.950
Southern Leyte,Malitbog,10.150; 125.000
Southern Leyte,Padre Burgos,10.033; 125.017
Southern Leyte,Pintuyan,9.950; 125.250
Southern Leyte,Saint Bernard,10.283; 125.133
Southern Leyte,San Francisco,10.067; 125.167
Southern Leyte,San Juan,10.267; 125.183
Southern Leyte,San Ricardo,9.917; 125.283
Southern Leyte,Silago,10.533; 125.150
Southern Leyte,Sogod,10.383; 124.983
Southern Leyte,Tomas Oppus,10.250; 124.983
Sultan Kudarat,Tacurong City,""
Sultan Kudarat,Bagumbayan,6.533; 124.567
Sultan Kudarat,Columbio,6.700; 124.933
Sultan Kudarat,Esperanza,6.717; 124.517
Sultan Kudarat,Isulan,6.633; 124.600
Sultan Kudarat,Kalamansig,6.567; 124.050
Sultan Kudarat,Lambayong,6.800; 124.633
Sultan Kudarat,Lebak,6.633; 124.067
Sultan Kudarat,Lutayan,6.600; 124.850
Sultan Kudarat,Palimbang,6.217; 124.200
Sultan Kudarat,President Quirino,6.700; 124.733
Sultan Kudarat,Senator Ninoy Aquino,6.467; 124.333
Sulu,Banguingui,6.067; 121.783
Sulu,Hadji Panglima Tahil,6.167; 120.917
Sulu,Indanan,6.067; 121.783
Sulu,Jolo,6.050; 121.000
Sulu,Kalingalan Caluang,5.883; 121.267
Sulu,Lugus,5.700; 120.817
Sulu,Luuk,6.000; 121.350
Sulu,Maimbung,5.933; 121.033
Sulu,Old Panamao,5.983; 121.250
Sulu,Omar,5.983; 121.400
Sulu,Pandami,5.533; 120.750
Sulu,Panglima Estino,5.967; 121.200
Sulu,Pangutaran,6.300; 120.583
Sulu,Parang,5.917; 120.917
Sulu,Pata,5.833; 121.083
Sulu,Patikul,6.067; 121.100
Sulu,Siasi,5.550; 120.817
Sulu,Talipao,5.933; 121.100
Sulu,Tapul,5.717; 120.900
Surigao del Norte,Surigao City,""
Surigao del Norte,Alegria,9.467; 125.583
Surigao del Norte,Bacuag,9.600; 125.633
Surigao del Norte,Basilisa,""
Surigao del Norte,Burgos,10.017; 126.067
Surigao del Norte,Cagdianao,""
Surigao del Norte,Claver,9.567; 125.733
Surigao del Norte,Dapa,9.767; 126.050
Surigao del Norte,Del Carmen,9.867; 125.967
Surigao del Norte,Dinagat,""
Surigao del Norte,General Luna,9.800; 126.133
Surigao del Norte,Gigaquit,9.583; 125.700
Surigao del Norte,Libjo,""
Surigao del Norte,Loreto,""
Surigao del Norte,Mainit,9.533; 125.517
Surigao del Norte,Malimono,9.617; 125.400
Surigao del Norte,Pilar,9.867; 126.100
Surigao del Norte,Placer,9.650; 125.600
Surigao del Norte,San Benito,9.950; 126.017
Surigao del Norte,San Francisco,9.733; 125.417
Surigao del Norte,San Isidro,9.933; 126.083
Surigao del Norte,San Jose,""
Surigao del Norte,Santa Monica,10.01944; 126.03889
Surigao del Norte,Sison,9.667; 125.533
Surigao del Norte,Socorro,9.633; 125.950
Surigao del Norte,Tagana-an,9.700; 125.583
Surigao del Norte,Tubajon,""
Surigao del Norte,Tubod,9.567; 125.567
Surigao del Sur,Bislig City,""
Surigao del Sur,Tandag City,""
Surigao del Sur,Barobo,8.550; 126.200
Surigao del Sur,Bayabas,8.967; 126.267
Surigao del Sur,Cagwait,8.917; 126.300
Surigao del Sur,Cantilan,9.333; 125.983
Surigao del Sur,Carmen,9.217; 125.967
Surigao del Sur,Carrascal,9.367; 125.933
Surigao del Sur,Cortes,9.233; 126.167
Surigao del Sur,Hinatuan,8.367; 126.333
Surigao del Sur,Lanuza,9.233; 126.067
Surigao del Sur,Lianga,8.633; 126.100
Surigao del Sur,Lingig,8.033; 126.417
Surigao del Sur,Madrid,9.267; 125.967
Surigao del Sur,Marihatag,8.800; 126.300
Surigao del Sur,San Agustin,8.733; 126.133
Surigao del Sur,San Miguel,8.883; 126.000
Surigao del Sur,Tagbina,8.450; 126.167
Surigao del Sur,Tago,8.967; 126.150
Tarlac,Tarlac City,""
Tarlac,Anao,15.72889; 120.62611
Tarlac,Bamban,15.283; 120.567
Tarlac,Camiling,15.700; 120.417
Tarlac,Capas,15.32750; 120.59083
Tarlac,Concepcion,15.317; 120.650
Tarlac,Gerona,15.600; 120.600
Tarlac,La Paz,15.44306; 120.72889
Tarlac,Mayantoc,15.617; 120.383
Tarlac,Moncada,15.733; 120.567
Tarlac,Paniqui,15.667; 120.583
Tarlac,Pura,15.62500; 120.65000
Tarlac,Ramos,15.66667; 120.64167
Tarlac,San Clemente,15.717; 120.367
Tarlac,San Jose,15.400; 120.333
Tarlac,San Manuel,15.833; 120.583
Tarlac,Santa Ignacia,15.617; 120.433
Tarlac,Victoria,15.57806; 120.68194
Tawi-Tawi,Bongao,5.033; 119.767
Tawi-Tawi,Languyan,5.267; 120.083
Tawi-Tawi,Mapun,7.000; 118.500
Tawi-Tawi,Panglima Sugala,5.183; 120.017
Tawi-Tawi,Sapa-Sapa,5.07500; 120.17500
Tawi-Tawi,Sibutu,4.683; 119.467
Tawi-Tawi,Simunul,4.900; 119.833
Tawi-Tawi,Sitangkai,4.667; 119.400
Tawi-Tawi,South Ubian,5.183; 120.483
Tawi-Tawi,Tandubas,5.250; 120.283
Tawi-Tawi,Turtle Islands,6.083; 118.317
Zambales,Olongapo City,""
Zambales,Botolan,15.283; 120.017
Zambales,Cabangan,15.133; 120.150
Zambales,Candelaria,15.633; 119.933
Zambales,Castillejos,14.933; 120.200
Zambales,Iba,15.333; 119.983
Zambales,Masinloc,15.533; 119.950
Zambales,Palauig,15.433; 120.050
Zambales,San Antonio,14.950; 120.083
Zambales,San Felipe,15.06194; 120.07000
Zambales,San Marcelino,14.967; 120.150
Zambales,San Narciso,15.017; 120.083
Zambales,Santa Cruz,15.767; 119.917
Zambales,Subic,14.900; 120.233
Zamboanga del Norte,Dapitan City,""
Zamboanga del Norte,Dipolog City,""
Zamboanga del Norte,Bacungan,""
Zamboanga del Norte,Baliguian,7.817; 122.250
Zamboanga del Norte,Godod,8.000; 122.817
Zamboanga del Norte,Gutalac,7.983; 122.400
Zamboanga del Norte,Jose Dalman,8.450; 123.033
Zamboanga del Norte,Kalawit,7.933; 122.533
Zamboanga del Norte,Katipunan,8.433; 123.283
Zamboanga del Norte,La Libertad,8.450; 123.500
Zamboanga del Norte,Labason,8.067; 122.517
Zamboanga del Norte,Liloy,8.117; 122.667
Zamboanga del Norte,Manukan,8.533; 123.100
Zamboanga del Norte,Mutia,8.433; 123.467
Zamboanga del Norte,Piñan,8.400; 123.433
Zamboanga del Norte,Polanco,8.533; 123.367
Zamboanga del Norte,President Manuel A. Roxas,8.483; 123.217
Zamboanga del Norte,Rizal,8.583; 123.533
Zamboanga del Norte,Salug,8.033; 122.833
Zamboanga del Norte,Sergio Osmeña Sr.,8.267; 123.383
Zamboanga del Norte,Siayan,8.133; 123.100
Zamboanga del Norte,Sibuco,7.283; 122.067
Zamboanga del Norte,Sibutad,8.600; 123.467
Zamboanga del Norte,Sindangan,8.233; 123.000
Zamboanga del Norte,Siocon,7.700; 122.133
Zamboanga del Norte,Sirawai,7.583; 122.133
Zamboanga del Norte,Tampilisan,8.017; 122.683
Zamboanga del Sur,Pagadian City,""
Zamboanga del Sur,Zamboanga City,""
Zamboanga del Sur,Aurora,7.950; 123.583
Zamboanga del Sur,Bayog,7.867; 123.033
Zamboanga del Sur,Dimataling,7.533; 123.367
Zamboanga del Sur,Dinas,7.633; 123.300
Zamboanga del Sur,Dumalinao,7.817; 123.367
Zamboanga del Sur,Dumingag,8.167; 123.350
Zamboanga del Sur,Guipos,7.733; 123.317
Zamboanga del Sur,Josefina,8.200; 123.533
Zamboanga del Sur,Kumalarang,7.750; 123.150
Zamboanga del Sur,Labangan,7.867; 123.517
Zamboanga del Sur,Lakewood,7.850; 123.167
Zamboanga del Sur,Lapuyan,7.633; 123.200
Zamboanga del Sur,Mahayag,8.133; 123.383
Zamboanga del Sur,Margosatubig,7.583; 123.167
Zamboanga del Sur,Midsalip,8.000; 123.267
Zamboanga del Sur,Molave,8.083; 123.483
Zamboanga del Sur,Pitogo,7.450; 123.317
Zamboanga del Sur,Ramon Magsaysay,8.000; 123.483
Zamboanga del Sur,San Miguel,7.650; 123.267
Zamboanga del Sur,San Pablo,7.650; 123.450
Zamboanga del Sur,Sominot,8.017; 123.367
Zamboanga del Sur,Tabina,7.467; 123.417
Zamboanga del Sur,Tambulig,8.067; 123.533
Zamboanga del Sur,Tigbao,7.817; 123.283
Zamboanga del Sur,Tukuran,7.850; 123.583
Zamboanga del Sur,Vincenzo A. Sagun,7.517; 123.167
Zamboanga Sibugay,Alicia,7.50833; 122.94167
Zamboanga Sibugay,Buug,7.733; 123.067
Zamboanga Sibugay,Diplahan,7.717; 123.017
Zamboanga Sibugay,Imelda,7.617; 122.950
Zamboanga Sibugay,Ipil,7.783; 122.583
Zamboanga Sibugay,Kabasalan,7.817; 122.817
Zamboanga Sibugay,Mabuhay,7.417; 122.900
Zamboanga Sibugay,Malangas,7.617; 123.000
Zamboanga Sibugay,Naga,7.833; 122.700
Zamboanga Sibugay,Olutanga,7.333; 122.833
Zamboanga Sibugay,Payao,7.583; 122.850
Zamboanga Sibugay,Roseller Lim,7.700; 122.467
Zamboanga Sibugay,Siay,7.717; 122.883
Zamboanga Sibugay,Talusan,7.333; 122.883
Zamboanga Sibugay,Titay,7.850; 122.550
Zamboanga Sibugay,Tungawan,7.500; 122.367
